date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:39:43	200363/200363	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:44%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Material_Search=Glass	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play28fc.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:44	205528/205528	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:44%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Material_Search=Leather	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play0423.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:44	189460/189460	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:45%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Material_Search=Neoprene	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play17ac.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:45	200749/200749	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:46%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Material_Search=Non-Porous+%26+Phthalate-Free	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play2bea.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:46	188586/188586	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:46%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Material_Search=Silicone	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play4da5.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:46	198304/198304	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:47%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Diameter_Search=1.25%22-1.5%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play8577.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:47	186422/186422	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:48%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Length_Search=Over+8%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-playb9fc.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:48	192453/192453	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:49%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Length_Search=Under+6%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-play974e.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:48	185769/185769	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:49%20GMT	https://thepleasurechest.com/special-collections/pet-play?_bc_fsnf=1&Size_Search=M%2FL	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/special-collections/pet-playa8c1.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:49	199922/199922	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:50%20GMT	https://thepleasurechest.com/ouch-puppy-paw-paddle	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/ouch-puppy-paw-paddle.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:49	12252/12252	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:50%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7130/9349/OU717WHT_1__17250.1665194595.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7130/9349/OU717WHT_1__172504847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:49	1225/1225	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Aug%202023%2020:55:02%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7130/9349/OU717WHT_1__17250.1665194595.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7130/9349/OU717WHT_1__172504847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:50	18176/18176	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:51%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7130/9347/OU717WHT__23877.1665194595.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7130/9347/OU717WHT__238774847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:50	204547/204547	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:51%20GMT	https://thepleasurechest.com/ouch-puppy-paw-gloves	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/ouch-puppy-paw-gloves.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:50	21684/21684	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:51%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7129/9344/OU710WHT__32924.1685563032.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7129/9344/OU710WHT__329244847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:51	2781/2781	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202023%2019:58:44%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7129/9344/OU710WHT__32924.1685563032.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7129/9344/OU710WHT__329244847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:51	12274/12274	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:52%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7129/9343/OU710WHT_3__27055.1685563032.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7129/9343/OU710WHT_3__270554847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:52	207436/207436	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:52%20GMT	https://thepleasurechest.com/snap-on-anal-plug-3pc-tailz-set	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/snap-on-anal-plug-3pc-tailz-set.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:52	30870/30870	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:53%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6886/8812/tails_snap_on_sex_toy__17984.1656369955.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6886/8812/tails_snap_on_sex_toy__179844847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:52	1759/1759	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20May%202023%2018:48:42%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6886/8812/tails_snap_on_sex_toy__17984.1656369955.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6886/8812/tails_snap_on_sex_toy__179844847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:53	51750/51750	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:53%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6886/8815/tails_snap_on_hand_held__62134.1656369955.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6886/8815/tails_snap_on_hand_held__621344847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:53	208648/208648	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:54%20GMT	https://thepleasurechest.com/oxballs-beagle-puppy-tail-blk-md	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/oxballs-beagle-puppy-tail-blk-md.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:53	25192/25192	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:54%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6878/8781/OXBALLS_BEAGLE_PUPPY_TAIL_BLK_MD_hand_held__33114.1656370072.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6878/8781/OXBALLS_BEAGLE_PUPPY_TAIL_BLK_MD_hand_held__331144847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:53	1796/1796	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jun%202023%2014:28:22%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6878/8781/OXBALLS_BEAGLE_PUPPY_TAIL_BLK_MD_hand_held__33114.1656370072.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6878/8781/OXBALLS_BEAGLE_PUPPY_TAIL_BLK_MD_hand_held__331144847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:54	16761/16761	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:55%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6878/8779/OXBALLS_BEAGLE_PUPPY_TAIL_BLK_MD_sex_toy__15133.1656370072.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6878/8779/OXBALLS_BEAGLE_PUPPY_TAIL_BLK_MD_sex_toy__151334847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:54	211273/211273	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:55%20GMT	https://thepleasurechest.com/oxballs-wagging-alien-tail-anal-plug-and-cocksling	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/oxballs-wagging-alien-tail-anal-plug-and-cocksling.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:55	13385/13385	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:55%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6847/8690/Oxballs_Alien_Tail_Anal_Plug_and_Cocksling_sex_toy__27607.1656370279.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6847/8690/Oxballs_Alien_Tail_Anal_Plug_and_Cocksling_sex_toy__276074847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:55	1186/1186	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Aug%202023%2008:17:10%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6847/8690/Oxballs_Alien_Tail_Anal_Plug_and_Cocksling_sex_toy__27607.1656370279.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6847/8690/Oxballs_Alien_Tail_Anal_Plug_and_Cocksling_sex_toy__276074847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:55	22665/22665	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:56%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6847/8692/Oxballs_Alien_Tail_Anal_Plug_and_Cocksling_hand_held__49153.1656370279.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6847/8692/Oxballs_Alien_Tail_Anal_Plug_and_Cocksling_hand_held__491534847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:56	201975/201975	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:57%20GMT	https://thepleasurechest.com/bad-pup-aluminum-paddle	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/bad-pup-aluminum-paddle.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:56	24377/24377	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:57%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6832/8674/Ballistic-metal-bad-pup-paddle__60106.1657319330.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6832/8674/Ballistic-metal-bad-pup-paddle__601064847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:56	1743/1743	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Mar%202023%2017:10:21%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6832/8674/Ballistic-metal-bad-pup-paddle__60106.1657319330.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6832/8674/Ballistic-metal-bad-pup-paddle__601064847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:56	15341/15341	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:57%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6832/8673/Ballistic-metal-bad-pup-paddle_lay__40061.1657319330.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6832/8673/Ballistic-metal-bad-pup-paddle_lay__400614847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:57	200417/200417	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:58%20GMT	https://thepleasurechest.com/woof-bone-aluminum-cock-ring	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/woof-bone-aluminum-cock-ring.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:57	16643/16643	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:58%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6831/8671/Bone-Aluminum-Cock-Ring__88652.1648854707.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6831/8671/Bone-Aluminum-Cock-Ring__886524847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:58	1298/1298	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jul%202023%2015:04:58%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6831/8671/Bone-Aluminum-Cock-Ring__88652.1648854707.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6831/8671/Bone-Aluminum-Cock-Ring__886524847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:58	19981/19981	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:39:59%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6831/8669/Bone-Aluminum-Cock-Ring-lay__92921.1648854707.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6831/8669/Bone-Aluminum-Cock-Ring-lay__929214847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:58	207702/207702	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:39:59%20GMT	https://thepleasurechest.com/oxballs-tail-handler-belt-on-pup-tail	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/oxballs-tail-handler-belt-on-pup-tail.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:59	30070/30070	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:00%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6807/8638/Oxballs_Tail_Handler_Belt-On_Pup_Tail_sex_toy__08299.1657144156.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6807/8638/Oxballs_Tail_Handler_Belt-On_Pup_Tail_sex_toy__082994847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:59	2050/2050	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Aug%202023%2022:44:51%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6807/8638/Oxballs_Tail_Handler_Belt-On_Pup_Tail_sex_toy__08299.1657144156.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6807/8638/Oxballs_Tail_Handler_Belt-On_Pup_Tail_sex_toy__082994847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:39:59	18798/18798	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:00%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6807/8637/Oxballs_Tail_Handler_Belt-On_Pup_Tail_harness__71722.1657144156.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6807/8637/Oxballs_Tail_Handler_Belt-On_Pup_Tail_harness__717224847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:00	202906/202906	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:40:01%20GMT	https://thepleasurechest.com/blue-furry-collar	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/blue-furry-collar.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:00	28502/28502	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:01%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6641/8111/kookie-blue-collar-choker-2__66118.1635464531.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6641/8111/kookie-blue-collar-choker-2__661184847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:00	1779/1779	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Aug%202023%2016:20:41%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6641/8111/kookie-blue-collar-choker-2__66118.1635464531.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/6641/8111/kookie-blue-collar-choker-2__661184847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:01	34808/34808	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:01%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6641/8110/kookie-blue-collar-choker-hand_held__16879.1635464531.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/6641/8110/kookie-blue-collar-choker-hand_held__168794847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:03	209569/209569	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:40:04%20GMT	https://thepleasurechest.com/waggerz-moving-and-vibrating-fox-tail-anal-plug	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/waggerz-moving-and-vibrating-fox-tail-anal-plug.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:03	17855/17855	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:04%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5456/7830/tailz_waggerz_tail-plug_sex_toy__85478.1628547345.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5456/7830/tailz_waggerz_tail-plug_sex_toy__854784847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:03	1248/1248	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20May%202023%2018:54:01%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/5456/7830/tailz_waggerz_tail-plug_sex_toy__85478.1628547345.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/5456/7830/tailz_waggerz_tail-plug_sex_toy__854784847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:03	22910/22910	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:04%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5456/7833/tailz_waggerz_tail-plug_packaging__29943.1628547934.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5456/7833/tailz_waggerz_tail-plug_packaging__299434847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:04	218226/218226	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:40:05%20GMT	https://thepleasurechest.com/cowgirl-unicorn-premium-sex-machine	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/cowgirl-unicorn-premium-sex-machine.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:04	23580/23580	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:05%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5335/7708/unicorn-cowgirl-attachment-2__17133.1629415553.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5335/7708/unicorn-cowgirl-attachment-2__171334847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:05	1815/1815	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Jun%202023%2018:23:42%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/5335/7708/unicorn-cowgirl-attachment-2__17133.1629415553.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/5335/7708/unicorn-cowgirl-attachment-2__171334847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:05	29041/29041	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:06%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5335/7707/unicorn-cowgirl-remote__94047.1629415553.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5335/7707/unicorn-cowgirl-remote__940474847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:05	217193/217193	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:40:06%20GMT	https://thepleasurechest.com/b-vibe-unicorn-anal-plug-set	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/b-vibe-unicorn-anal-plug-set.html	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:06	35593/35593	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:06%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5333/7700/Unicorn-Plug-Set-hand_held__53234.1670010928.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5333/7700/Unicorn-Plug-Set-hand_held__532344847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:06	2519/2519	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202023%2016:53:34%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/5333/7700/Unicorn-Plug-Set-hand_held__53234.1670010928.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/5333/7700/Unicorn-Plug-Set-hand_held__532344847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
04:40:06	45395/45395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:40:07%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5333/7698/Unicorn-Plug-Set-packaging__68136.1633625590.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/5333/7698/Unicorn-Plug-Set-packaging__681364847.jpg	(from https://thepleasurechest.com/special-collections/pet-play)
